id_staff,name
1307422,Gil Noir
96550,Runme Shaw
1211498,Fong Yuen
1498551,Cheng San Yuan
1760771,Huang Yuan Shen
35333,Marsha Chesley
55149,John Paizs
55150,Phil Bedard
55151,Larry Lalonde
63806,Chris Irvine
1000909,Doug Campbell
1087475,Suzanne L. Berger
1397295,Steve Foster
1484709,Mark Kowalsky
1581499,David Krystal
1581501,Kelly Groh
1581502,Laura DiMarcantonio
1581503,Michael Fylyshtan
1581504,Tory Falkenberg
1581506,Ben Sharp
1581509,Wayne Trickett
1581511,Michael Perlmutter
1581512,Linda Callow
1581513,Nora McPhail
1581514,Joe Mancuso
1581515,Dan Sexton
1581516,Karen McLachlan
557736,Park Hoon-Jung
929598,Mowg
1293800,Oh Seung-chul
1293801,Kwon Yoo-jin
1308349,Hyun-woo Kim
25824,Alberto Gallitti
41092,Aldo Lado
41980,Ettore Sanzò
264596,Roberto Infascelli
1202529,Pino Buricchi
1354624,Paolo Infascelli
6521,Alberto Rodríguez
6522,Rafael Cobos
6524,Gervasio Iglesias
6526,Julio de la Rosa
6527,Miguel Ángel Hernando Trillo
6528,Alex Catalán
6529,J. Manuel G. Moyano
6532,Javier López
6533,Fernando García
21462,Raquel Welch
568421,Patrick Curtis
571988,Jim Connock
927697,David Haft
1123094,Peter Cooper
1123095,Ian Quicke
1123096,Bob Richards
36482,Pierre Drouot
1326737,Alfred E. Spencer
1612836,Standish J. Lambert
131128,Alan M. Surgal
1351554,Eddie Sauter
1176852,Anne Kelly
11248,Christian Steyer
20606,Jan Berger
56653,Oliver Nommsen
229418,Valerio Zurlini
1555055,Miloš Václav Kratochvíl
1650370,Frantisek A. Dvorák
147012,Patricia MacLachlan
24443,Oliver Rihs
24444,Daniel Young
24445,Thomas Hess
24446,David Keller
24448,Olivier Kolb
64001,Michael Sauter
1156052,Tobias Brand
115074,Joseph Mullendore
78621,George Singer
1339467,Kathy McHugh
1355541,Jason Ellson
1392970,Tim Jacobsen
1392971,Matt von Brock
1411844,Eric Leach
1412723,Michael Landon
1417877,David Altenau
1424701,Gia Jimenez
1435661,Marty Osborne
1440295,Nicole Balzarini
1440296,Ralph Mock
1440297,Devin Joseph
1440300,Alan E. Bell
1440301,Darin Moran
1440304,Mike Karasick
1440305,Marc Marino
1440307,Erich A. Muller
1440308,Cory Hamilton
1440311,Eva Jensen
1132463,Kimihiko Nakamura
1269526,Tadahiko Isomi
1543975,Tsuneo Furuyama
142468,Hisashi Yamauchi
1520849,Fumio Hashimoto
1660904,Gisashi Yamauchi
1660905,Kano Ôtsuka
1660906,Yukiharu Moriyama
1660907,Kirirô Urayama
591273,Krzysztof Zanussi
1151167,Marek Denys
1707210,Iwona Ziulkowska-Okapiec
54861,Jerzy Sniezawski
1245088,Tadeusz Lampka
110511,Ding Sheng
1179244,Per Saari
24086,Rolf Basedow
24089,Claus-Jürgen Pfeiffer
32958,Dominik Graf
56921,Hana Müllner
1163675,Sven Rossenbach
1163676,Florian van Volxem
1402757,Jean Serge
1071381,Frank L. Anderson
126315,Tony Ayres
1254973,Michael McMahon
1349378,Liz Koops
1349380,Antony Partos
969493,Madeleine Sackler
99405,Giancarlo Tallarico
87355,Mastan Alibhai Burmawalla
87356,Abbas Alibhai Burmawalla
131346,Shyam Goel
1325540,Nazim Rizvi
228989,Ravi Chopra
63357,Stephen McKeon
35489,Richard LaBrie
139051,Helge Hagerman
143411,Birgit Tengroth
1625058,Lennart Unnerstad
1641820,Gustav Halldin
42095,Casper Christensen
89973,Frank Hvam
206476,Mikkel Nørgaard
1069611,Jacob Banke Olesen
1069615,Martin Schade
1069626,Anders Nygaard
1069628,Rasmus Thjellesen
145569,Joseph Guzman
145570,Robert James Hayes II
1015907,Gilles Waterkeyn
1835809,Federico del Cerro
112582,Judith Ehrlich
112585,Rick Goldsmith
112586,Lawrence Lerew
996817,Vicente Franco
87354,Rumi Jaffery
90454,David Dhawan
1268949,Victoria Lincoln
230441,Abhishek Sharma
223918,Zach LeBeau
223919,Chase Brandau
109172,Deepak Balraj Vij
866266,Babbar Subhash
931133,Rahi Masoom Raza
43936,Kyle Schickner
43938,David Oye
1031763,Christopher Gosch
1176350,Lisa Basson
1176351,Sam Jones
1176352,Kennedi Martin
1176353,Jesse Johnson
1176354,Damian Montano
1176355,Thom Obarski
1176356,Thomas Floode
1176357,Barbara J. McCarthy
1176358,Kristin Yager
1176359,Charlotte Kruse
150629,Corey Ford
213450,Marie N'Diaye
213451,Lucie Borleteau
55085,Amber Heard
137422,Marcos Efron
137423,Jennifer Derwingson
965568,Flora Fernandez-Marengo
965960,Aimee Barth
1392558,Marcela Bazzano
1458395,Deborah Marcus
1357823,Burt Beck
1645509,Troy Gilbert
1793069,Mohummed Yusef
94264,Casper Andreas
121218,Jesse Archer
142153,Michael Barry
657077,Jason Buchtel
864930,Jimmy Balletto
928290,Gary Russell Coder
928291,Peter A. Cross
928293,Timothy Naylor
99058,Ola Solum
780824,Erik Borge
928699,Yngve Refseth
928700,Anders Barréus
144476,Hiromasa Yonebayashi
548754,Rie Matsubara
548755,Cécile Corbel
19541,Mark Ryan
52479,Eli Craig
137482,Morgan Jurgenson
455575,Bridget Durnford
936268,Albert Klychak
936269,Rosanne Milliken
86446,Jayson Rothwell
150127,Pang Eun-jin
1060596,Min-hui Seo
1042715,Hajime Ishimine
1042716,Shunichiro Miki
108538,Yang Ik-june
1654638,Jang Seong-jin
1654639,Yun Jong-ho
1654640,Lee Yeon-jung
80945,José Luis Galicia
80946,Jaime Pérez Cubero
234575,Giulio Questi
1024358,María del Carmen Martínez Román	
1140507,Benedetto Benedetti
1404773,Alessandro Jacovoni
120532,Charlton Ogburn Jr.
550848,Jeff Vincent
1085028,Pedja Radenkovic
1622496,Craig Kuehne
66738,Ariane Boeglin
288153,Michel Alexandre
90206,Dennison Ramalho
92272,José Roberto Eliezer
92273,Marcio Nigro
227597,Bruno Hébert
49899,Luigi Carpentieri
1125593,Eduardo Noé
224961,James Cane
224962,Bruce Lavigna
224964,William Edmondson	
224965,Victor Guarnier
224968,Al Legget
224969,Al Rohm
1104961,Andrew Peter Marin
1839560,John Holbrook Vance
238725,Jacek Filipiak
1106980,Jarosław Sypniewski
56525,Martin Daniel
56526,Mike Majzen
4035,Tom Spiess
147709,Habib Faisal
224221,Maneesh Sharma
844182,Sanjay Shivalkar
275825,Honey Irani
545509,Kabir Lal
1113606,Sanjay Verma
199978,William Ivory
1125228,Paul White
1136817,Václav Nývlt
103132,Fabio Pittorru
128052,Peter Martin
237137,João Jardim
529556,Heloísa Passos
543385,Pedro Kos
965127,Dudu Miranda
969078,Angus Aynsley
1013608,Karen Harley
1189014,José Moreau Louzeiro
1315144,Tiago Arakilian
1404637,Ernesto Herrmann
1469701,Fabian Remy
1237583,Wayne Orr
90607,Massy Tadjedin
935703,Sidonie Dumas
968710,Christophe Riandee
1317819,Satsuki Mitchell
222669,Rolf E. Vanloo
994166,William Brashier
109728,Rocky Oldham
110071,Dione Orrom
1067239,Martin Bolduc
1210456,Guy Caron
1257529,Peter Wagg
1451575,Violaine Corradi
1481395,Dave Gardener
990928,Peter Pruce
94654,James Mathers
1205480,Lee Blackman
1311597,Peter S. Lynch II
1323081,Pam Bouvier
1323083,Boryana Stefanova
1332633,Rahul Sharma
110227,Sooraj R. Barjatya
119430,Luigi Comencini
124646,Fran Striker
30805,Keith Clark
85515,Ina Damianova
138183,Keith R. Clarke
223608,Slavomir Rawicz
223609,Joni Levin
582920,Nick Murphy 
1162866,Bruce Emery
1325582,Goro Deyanov
1325584,Bridget Ostersehlte
1373434,Magdalena Wolf
1394860,Simon Hewitt
1437718,Lubomir Evtimov
1442146,Richard Thwaites
1459226,Hristo Idakiev
1484208,Dennis Jones
1519284,Salah Benchegra
1519286,Aziz Rafiq
1539288,Zamfir Zamfirov
1539291,Evgeni Yordanov
1539294,Anna Creasy
1539295,Gemma James
1539301,Mohammed Amine Hlal
1539302,Miroslav Stoilov
1539303,Emiliano Topai
1539304,Victor Glushchenko
1539305,Poppy Bourchier
1539306,Odile Schalit
1539307,Tsvetanka Anachkova
1539308,Dimitar Ferdinandov
1539309,Maria Stoyanova
1539311,Rebecca Dunn
1539312,Anthos Simon
1539318,Naomi J. Hall
1539320,Plamen Slavov
39825,Lee Joo-Ick
59703,Frank E. Flowers
141169,Sngmoo Lee
141170,Sngmoo Lee
1128834,Steven Nam
1128836,Stacy Ruppel
1128837,Eunjung Yoo
1128838,Eui Hong
1128839,Douglas Falconer
1128840,Michelle Hartly
1128841,Jonathan Woodford-Robinson
145057,Bette Gordon
142430,Semyon Lungin
142431,Ilya Nusinov
81085,A.R. Murugadoss
81086,Tagore Madhu
81087,Madhu Mantena
81090,Anthony
87713,Neeraj Vora
592248,James Prindle
23921,Aleksandr Buravsky
23923,Peter Doyle
23924,David Gamburg
23927,Uwe Bünker
23928,Patricia Rose
1380998,Krasimira Karachorova
1401608,Natalya Krymskaya
1401609,Alexander Boim
1401610,Alim Matvejchuk
1401611,Vitaliy Sidorenko
1401613,Marina Leonova
1401614,Michael Kitaev
1401615,Lisa Astakhova
1401616,Rostislav Alimov
1401617,Vladimir Schuster
1401618,Aleksandr Kopeykin
1401619,Pyotr Malafeev
1401621,Valery Rybin
1401622,Kira Sinelshikova
1401624,Katerina Shashorina
226709,Igor Ugolnikov
235112,Aleksandr Kott
1098310,Vladimir Eryomin
1257041,Ruben Dishdishyan
1266539,Aleksey Dudarev
1417971,Sergey Yahontov
1447092,Vladimir Zametalin
1447093,Yury Krasavin
1447094,Konstantin Vorobyov
1447095,Vladimir Bashta
1447096,Mariya Sergeenkova
1447101,Anatoliy Belozerov
1447103,Filipp Lamshin
1447105,Denis Skorina
1447106,Maksim Malyavin
110224,Kamal Kumar Barjatya
110225,Rajkumar Barjatya
110226,Ajit Kumar Barjatya
110228,Rajat A. Barjatya
110231,Harish Joshi
584585,S. P. Balasubramaniam
789008,Rajan Kinagi
928205,Uttam Singh
995385,Gautam Rajadhyaksha
1043346,Raam Laxman
1100076,Mani J. Rabadi
1110113,Nabh Kumar Raju
1173952,Kuldip Sood
1310478,Shailendra Singh
1633154,Mukhtar Ahmed
1660649,Meena Rao
1674477,Sanjay Dhabade
1760322,Alok De
143550,Bragi Schut
1127092,Steve Alexander
1416559,Ernest Blasi
1441143,Bárbara Acosta
1506344,Raúl Pérez Ureta
1606193,Selma Mutal
1606196,Eduardo Camino
1606197,Leslie Hinojosa Cortijo
1606201,Marisol Ortega
6428,Arpad Bondy
1017353,Martin Hagemann
1144974,Kutlug Ataman
1811294,John Di Minico
127482,Robin Lyons
127483,József Gémes
127485,George MacDonald
37146,Luc Andrieux
71357,Jacqueline Meppiel
1711211,Béatrix Beck
222664,Vercors
1567988,Edgar Bischoff
1567989,Edmond Vaxelaire
228090,Sylvie Verheyde
1034576,Bruno Berthemy
1034577,Sarah Benoliel
1034579,Christel Dewynter
31867,Gloria Schoemann
974634,Roberto Gavaldón
1031507,José Luis de Celis
1401670,Armando Orive Alba
1619439,Manuel Alcayde
1637913,Rosa Schoemann
228404,Sandrine Veysset
1089018,Toshi Ichiyanagi
1136955,Masahiro Yamada
1199753,Motokichi Hasegawa
50924,Cobi Migliora
1159609,Catrel Vildolsola
1159611,Micaela Buye
1348540,Bernard Browne
1349479,J. Storer Clouston
1349482,Frederick Pusey
1582989,Patrick Jennings
225402,Miguel Cohan
225405,Ana Cohan
958596,Hugo Colace
1056104,Josean Gómez
119464,Bert Granet
552516,Akira Saito
89826,Paul Sopocy
39488,Jacques Sternberg
39489,Jean-Claude Pelletier
39490,Jean Dandely
1651252,Colette Leloup
1651255,Pace
1651257,Jean Lefèvre
573321,Walter Karig
1535446,Bernard Green
550404,Madame de La Fayette
129937,Hélène Cattet
129938,Bruno Forzani
1305416,Monique Kirsanoff
98360,Andrew Bellware
151106,Eric Steele
997631,Magela Crosignani
1180713,Randy Greenberg
1335151,Bryan Godwin
1339434,David D. Baumann
1339438,Mariano Fernandez
1339442,Amahl Lovato
1339443,Christopher Martin
1339444,Anne Porter
1339448,Matthew Hartman
1339450,Roger Guyett
1339454,Kate Czark
1339456,Mara Herdmann
1339457,Claire Sandrin
1339461,James Boysen
1339464,James William Ray
1339466,Oliver Enjady
1403389,Jules Holdren
1414170,Michael Moore
1414173,Eric Ramirez
1414179,Tony Villaflor
1414180,Chris Barron
1414181,Steve Schatz
1414184,Peter Nicolai
1414185,Jenni O'Byrne
1414186,Anthony Pitone
1414187,Robert Weaver
1414188,Daniel Pearson
1414189,Marc Chu
1414290,Michael Dillon
1414291,Vanessa Galvez
1603129,Beatrix A. Wood
141760,Diego Kaplan
557710,Alejandro Cacetta
1013742,Daniel Cúparo
17407,Sven Taddicken
17408,Steffen Kahles
17409,Christoph Blaser
17410,Claudia Schreiber
56841,Beppe Caschetto
56842,Gianni Zanasi
56845,Michele Pellegrini
56846,Giulio Pietromarchi
56847,Rita Rognoni
1505814,Geoffrey Tozer
1558153,Harry Woolveridge
1619497,Darrell Raby
588449,Arthur Dreifuss
556014,Anna Sohlman
556016,Tibor Gent
556017,Harry Lewinsson
231490,Juan Carlos Valdivia
79014,Karen Kolus
79016,J. Scott Campbell
79019,Brandon Choi
1087944,Pierre Thoretton
91575,Hiro Tokimori
91578,Noburu Uoya
91583,Sozo Morisaki
91584,Tony Rayns
141097,Herman Groves
1287162,W.S. LeFrançois
946478,Fernando Victoria de Lecea
996206,Alain Duplantier
1286291,Ariane Audouard
1080784,Julie Payne
1539254,Andrew Felton
1562605,Alison Byrne
1562606,Ray Cross
1562617,Malcolm Reeve
1562621,Sheila Kohler
1562622,Elisa Alvares
228376,Yael Hersonski
59357,Teddy Newton
82417,Russell Peters
1129917,Clayton Peters
1129918,Jigar Talati
234397,Jeff Malmberg
146964,Kenneth Anger
1535882,Barney Wolf
163998,Carol Morley
93022,Sol Tryon
129750,Mike O'Connell
129754,Peter Kline
1352957,Chris Cleek
1693778,Josh Breit
1755693,Melissa Pryor
1773743,Jenn Gaw
1782534,Jami Primmer
1782543,Jamie Stires
1782545,Adam Boor
1782548,Justin Haut
1782549,Vail Romeyn
1176920,Ainsworth Morgan
67231,Ben Nedivi
67233,Jack Gilardi Jr.
67235,Joost Scholte
67239,Anton Hoeger
1069233,Charles Leonard
6217,Anupam Kher
110192,Vashu Bhagnani
110193,Rahul Nanda
110195,Johny Lal
110196,Apurva Asrani
118314,Rudi Feld
1128520,Anthony Wilcox
129216,Theodore Thomas
17051,James Franco
140909,Zak Knutson
622844,Vince Jolivette
945223,Merriwether Williams
959764,Doug Chamberlain
139162,Maximilian Erlenwein
141060,Joao G. Amorim
137994,Terry Botwick
16802,Achim Bornhak
16803,Claus Peter Hant
16804,Olaf Kraemer
1817023,Vernon L. Fluharty
18405,Peter Berling
1544485,Maria Mastrocinque
111699,Lance Daly
578055,I. A. R. Wylie
111295,Stanley Cheung
129896,Rithy Panh
129897,Cati Couteau
129898,Dana Hastier
129899,Aline Sasson
129900,Liane Willemont
129917,Marc Marder
129918,Prum Mesa
129919,Isabelle Roudy
1077553,Sung-min Choi
1077554,Tae-soon Youm
1077555,Hyun-seok Kim
1077556,Jeom-hui Sihm
1077557,Choong-yeon Lee
1077558,Dongha Lee
144810,Luiz Bolognesi
1085275,Hélcio Alemão Nagamine
148835,Evelyn Greenleaf Sutherland
931367,Bogdan Dumitrache
1069975,Alma Cazacu
1069978,Georgiana Bostan
1069981,Dora Codita
1112003,Acácio de Almeida
1281664,Vasco Pimentel
556740,Ruediger von Spiess
1606291,Franco Schioppa
1625595,Vittoria Silvi
1707581,Drago Habazin
1707582,Aldo Carocci
1707583,Lovro Vidic
1707584,Raffaele Benedetti
393389,Banjiro Uemura
553254,Shotaro Ishinomori
553933,Tan Takaiwa
1056497,Simon Tse
1294496,Tôru Hirayama
1421132,Yoshinori Watanabe
1516338,Masahiro Noda
1516339,Akira Ito
1516340,Yûsuke Okada
1516341,Naoyuki Sugimoto
1516343,Ken-Ichiro Morioka
1516344,Tôru Nakajima
51329,Bradley Cooper
231829,Jason Felts
231831,Paul Leonard-Morgan
231833,Alan Glynn
1048454,Robert Barry Ptolemy
937748,Dmitry Vasyukov
144798,Simon Cellan Jones
6424,Edouard Douek
6426,Marian Prokop
6430,Katarzyna Rudnik
98077,Alexander Kwartiroff
1415363,Helmar Lerski
46544,Wolfgang Schleif
55760,Lion Feuchtwanger
55761,Veit Harlan
239357,Ichirô Ôtsu
432083,Tatsuo Nogami
571552,Kiyoshi Hasegawa
571553,Hozan Yamamoto
571555,Yoshikazu Sano
101623,Corey A. Jackson
175183,Jason Collins
235283,Stuart Morse
235286,Neil Lisk
230853,Richard Danto
230854,Liam Saury
230855,Jean Pécheux
7288,Stéphane Brizé
35130,Vitaliano Trevisan
235401,Marco Mariolini
128043,Andrea Molaioli
132545,Jonathan Sjöberg
213485,Andreas Öhman
1035483,Niklas Johansson
1155054,Josef Tuulse
1164045,Sandra Lindgren
1164046,Mikael Johansson
1164049,Casandra Cornelio
1466014,Regina Calvo
1466015,Núria Casanueva
1583161,Darío Trivino
1583163,Gustavo Harry Farias
1724208,Ana Rubio
1724210,Juanma Nogales
1724211,Gaston Guisado
1724213,Joaquín Montull
1724214,Nora Lia Alaluf
1724215,César Molina
1724216,Paco Rodríguez
83188,Scott Bloom
968537,Giovanni Agnelli
190750,Vick Knight
1276935,Herbert Clyde Lewis
100680,Renzo Marignano
234743,Agenore Incrocci 
1625598,Adriano Taloni
1071724,Miles White
1369140,Stewart Chaney
25011,Ross Vannelli
132880,Joseph C. Muscat
1321345,Gordon Rempel
1321375,Sydney Sharpe
1323117,Neil Cervin
1323119,Lyn Kelly
59018,Michael J. Pagan
42824,Carl Ciarfalio
119419,Deon Taylor
119420,Diana Erwin
128496,Vincent Gillioz
161589,Peter Wise
572365,Emily Chiu
1205323,Chasia Kwame
1334834,Joseph Takats
1334835,Sean Veale
1334836,Danelle Vierkant
1334837,J.D. Nielsen
1350236,Angela Hemingway
1350237,Steven Iba
1392974,Daniel Stilling
1401760,Samson Kellman
1409542,Karicean Karen Dick
1409544,Rachel Whitehurst
1409545,Joshua Adeniji
1409546,Daniel Thomas Stewart
1409547,Christina Hall
1409548,John Grant
1409549,Denise Collins
1409551,Marcella Bremond
74257,Peter Joseph
1027066,Jack G. Roberts
1242837,Anthony Wilson
32390,Albert Hague
1066783,Vernon P. Becker
1360588,Mel May
1365887,Aaron Nathanson
1210378,Honore Morrow
70158,Jean Collomb
424331,Jacques Brizzio
1553732,Joël Lavau
1553733,Pierre Vadé
1553734,Pierre Pardon
1553735,Jean-Marc Pertus
236360,Daming Chen
72700,Debra Frank
72701,Steve L. Hayes
72702,Lisa Demberg
1169919,Lisa Hart
1551494,Kevin Patrick Burns
1559632,Carolyn Marston
1559633,Leigh Bishop
1559634,Richard Rolf
159506,Dorothy Cooper
945162,Lisa Heller
1007093,Michael Facciolo
1108703,Lenny Panzer
1351594,Stacey Reiss
1351595,Matt Austin
1351596,Kari Hollend
1351597,Kort Waddell
1351598,Rick Albright
1351599,Jeff Erdreich
1351600,Greg Rothschild
1621164,Randy Coonfield
1862157,Jim Mullen
1182266,Merle Miller
513378,Elizabeth Meriwether
568258,Michael Samonek
1266746,Kyle Salazar
1288086,Christine Colvin
1433084,Kathleen Karridene
1531497,Daniel Howell
1547227,Ken Van Duyne
1590392,Michael Crow
1764259,Omar Hassan-Reep
1764291,Chris Fielding
1764294,Kurt Verbaarschott
1764295,Greg Evans
1764300,Tess Minsky
1764306,Tricia Linklater
132572,Duncan Ward
132573,Danny Moynihan
1276819,Mark Norby
1363083,Brian McNelis
1555693,Eric Craig
585042,Matt Baglio
129882,Jeremie Delon
1177322,K'Naan
1418991,André Chemetoff
1518543,Balmorhea
1518544,Nikkfurie
1518545,Brenda McLeese
1518546,Chris J. O'Neil
90367,Sam Liu
105644,Dwayne McDuffie
220303,Grant Morrison
992344,Pascal Jongen
992377,Ignacio Béjar
940731,Adrian Carr
1153584,Gary Hansen
1311623,William Fayman
1728390,Kathie Russo
1728391,Forrest Gray
28506,Pilartxo Díez
213278,Sabine Lancelin
213279,Fransisco de Oliveria
213281,Catherine Krassovsky
213283,Adelaide Trêpa
213284,Christina Marti
213285,José Pedro Penha
213286,Ignazi Ruiz
213287,François d'Artemare
213288,Maria João Mayer
1537269,Henri Maïkoff
19376,Virginie Wagon
989114,Philippe van Herwijnen
1029516,Catherine Pujol
1064488,Jean-Robert Thomann
1064489,Antoine Carrard
1064490,Cécile Bergès
1620818,Cristina Zonca
1620819,Laurence Grosjean
1620820,Pierre Olivier Persin
1620821,Cristobal Matheron
1620822,Raphaël Girardot
606627,Franklin Gollings
1582138,Hugh Wilson
1601494,Prasong Klinborrom
1601495,Mingmongkol Sonakul
1601496,Teekadetch Watcharatanin
1601498,Sirote Tulsook
1601499,Paisit Phanpruksachat
1601500,Adhinan Adulayasis
1601501,Gridthiya Gaweewong
1335344,Lee Woo-seok
1542377,Ok Kil-sung
1542381,Cho Dong-kwan
1249789,Alberta Hunter
140470,Mitsuo Yanagimachi
999842,José Luis García
1082091,Martin Rejtman
1536216,Vera Aricó
1837170,Martín Rejtman
1874661,Daniela Podcaminsky
1892587,Hernán Musaluppi
1892589,Natacha Cervi
1892591,Diego Vainer
1892593,Vicentico
1633977,David Silvera
1276409,Dharmvir Bharati
1276410,Shama Zaidi
559185,Emma Bellocq
143672,Denis Osokin
31336,Hugo Fregonese
54222,Jean-Paul Salomé
116639,Brian Marlow
1088570,Akira Murao
1088571,Rokurô Nishigaki
98519,David S. Sterling
100374,Jeremiah Campbell
222883,Ryan Stevens Harris
36145,Marie Castro-Vasquez
228778,Jérôme Soubeyrand
1330203,Sylvie Peyrucq
28878,Alfred Braun
36828,Norbert Schultze
48330,Wolfgang Liebeneiner
55767,Wilhelm Sperber
72536,Erich Zander
1090808,Joseph Goebbels
1196911,Karl Machus
1423896,Maurice Perrimond
1473017,Jean Baronnet
1622037,Xavier Vauthrin
1810243,Jean Lefaux
1810246,Jean-Roger Sahunet
38005,Radoslav Vladić
1726729,John Archer
1726730,Mirjana Kicovic
1373476,George S. King
144278,Luis Alfaro
576537,Angel Gracia
590896,Nikos Koundouros
1360624,Kostas Sfikas
1556855,Longus
1556856,Theokritos
1585078,Yoshikuni Matsunaga
554072,Fûtarô Yamada
1044263,Ei Ogawa
1098319,Kôsei Saitô
1098338,Masao Satô
1098339,Izumi Toyoshima
1098340,Toshiaki Yokota
139920,Didier Van Cauwelaert
971359,Alexander Rudd
59126,Alister Grierson
63972,Jules O'Loughlin
140265,John Garvin
1317649,Michael Finley
1317650,Jenny O'Connell
1453003,Shane Hall
567562,Phil Johnston
55936,Jemaine Clement
88823,Jason Stutter
1014943,Monique Champagne
1099078,Brent Caballero
136512,Andy Riley
930689,Percy Crosby
1150488,Neil H. Swanson
1175931,Brian Skeet
70501,Nigel Williams
70502,Suzan Harrison
70505,Beverley Mills
961059,Mike O'Neill
1430071,Arturas Zukauskas
1430075,Jan Hope-Kavanagh
1430076,Josh Weston
1430077,Nicola Kingham
1430078,David A.T. Bowman
1430080,Dmitry Gribanov
991652,Rachel Crothers
1369439,J.D. Salinger
1369444,James Yarborough
149029,Guy Jones
945142,Constance Jones
930691,Ethelreda Lewis
129284,William J. Cowen
1009005,Sigmund Romberg
984277,Jan Pace
1023480,Simon Elliott
1482226,Mark Everson
1482227,Annie Gilhooly
1078800,L.W. Davidson
1078801,Edward Spencer Shew
108536,Lee Hae-Jun
72587,Bernard Sasia
106296,Serge Le Péron
967752,Dominique Barneaud
1029789,Malek Hamzaoui
1188089,Dupont Stéphanie
1400758,Gérard David
1400759,Yann Dury
1400761,Gonzalez Stephane
1400764,Florian Fabre
1400766,Eric Grattepain
1400767,Valérie Meffre
1400768,Sophie Denize
1400769,Hugues Namur
79986,Mark Gerrard
129607,Anthony Jaswinski
885544,Scott G. Anderson
1018976,Lucas Vidal
1030586,Elayne Herrick
1030587,Michael Herrick
1030589,Lawrence Mattis
1030590,Kelly McCormick
1258045,Greg Vines
1324792,Selina van den Brink
1395363,Renuka Ballal
1568227,James Corley
1568228,Paula McKinney Tucker
1568229,Jamie Lowry
222607,Pedro Lazaga
222608,Pedro Masó
117652,Stewart Hopewell
975143,Joseph White
223840,David M. Kaufman
1188117,Peter Parasheles
1351568,Joe Solomon
1457052,Stuart Fleming
1457053,Don Gere
1112873,Andy Crabb
11109,Nick Frost
223237,Anders J.L Beer
1537869,Kate Fasulo
1537883,Berlinda Cantu-Lewis
1537885,Jane Walker
33861,Silvio Laurenzi
68242,Francisco Rodríguez
72895,Miguel Fernández Mila
1090059,Franco Fogagnolo
1688122,Fabio Diotallevi
150893,Jean Louis Nieuwbourg
1290542,Manuela Gretkowska
1329160,Jacek Fuksiewicz
1582942,Janusz Dorosiewicz
1582943,Jacky Ouaknine
1582944,Tomasz Kowalski
1582945,Wieslaw Karpinski
1582946,Piotr Knop
1064,Crispin Glover
10194,Bruce Glover
33139,Christopher Coppola
100492,Matt Devlen
1394927,Scott Henriksen
1596740,David Brothers
1596743,Betty Glover
1764438,Christopher McDaniel
1838903,Molly Fitzjarrald
1838940,Mike Foley
1838941,Michael Pallagi
1838942,John Grant
1838943,Phil Grossma
1838944,Cindy Epping
1838945,Mike Hardy
1838946,Scott Peterson
1838947,Billy Bob Williams
84038,Brian Comport
148745,Peter Newbrook
930618,Marc Nouyrigat
1057663,Stuart Samuels
1540174,Richard Fox
1377313,Mathieu Hippeau
1877270,Mathias Raaflaub
1159388,François Ede
1556167,Emilio Del Solar
1720822,Jacqueline Simoni
1720823,Pascale Sueur
152249,Jim O'Hanlon
46203,Sherry Hormann
111660,Smita Bhide
111661,Waris Dirie
560188,Yoshinaga Fujita
560193,Osamu Sakaguchi
228521,Arnold Heslenfeld
229487,Rudolf van den Berg
317517,Haig Balian
323375,Chris Brouwer
983022,Patricia McMahon
1116045,Doug Magee
1116046,Yves Elegeert
1116047,Stefan Truyman
129264,Zero Chou
129266,Singing Chen
579056,Douglas Robertson
132177,Kim Dae-seung
1130017,Eun-nim Ko
1305670,Hu-kon Lee
1305671,Yu-kyeong Park
151343,David Baddiel
229043,Josh Appignanesi
12745,Heinz Rühmann
13383,Helmut Weiss
13384,Heinrich Spoerl
13387,Ewald Daub
1373780,Gene Bryant
1433426,Norman Breedlove
1538074,George Ross
1539030,Virgil Smith
36064,Andrea V. Rossotto
550112,René Besson
587817,Louisa Gore Hamn 
1049770,Martin Bernfeld
1275670,Devin C. Lussier
1320552,Andree Fortier
1388484,Andrew Wert
1412711,Nikolay Pachov
1412716,Adam Klein
1427402,Jared Pendergrass
1427410,Mike Gibson
1427411,Gary Hutzel
1427412,Adam Ward
1427413,Bartholomew Singer
1427437,Dennis W. Cook Jr.
17052,Topher Grace
22504,Martin Blankemeyer
1312641,Donna Stamps
1409511,Cary Cook
1830502,Gordon Kaywin
1830503,Sarah Bowen
1830504,Sheryl Ptak
1830506,Laura Whitehead
1830513,Erick Brennan
1830526,Naomi Yospe
150063,Kanae Minato
1124485,Michael Bederman
1124487,Isa Dick Hackett
1223936,Jim Rider
1395364,Cara Buckley
1395375,Benoit-Swan Pouffer
1193825,C.E. Scoggins
109544,Andy de Emmony
1345407,Tewfik Farès
1568158,Rachid Boudjedra
1577931,Tutsa Paananen
1674072,Pini Hellstedt
1841874,Lance Hogan
1841875,Pirjo Rossi
89781,William Woods
142043,Robert E. Thomas
1869708,Elaine Attias
1869709,Saul Rubin
1871117,Dale Bell
144009,Josh Radnor
967199,Benji Kohn
967200,Chris Papavasiliou
967767,Austin Stark
1002632,Amanda Korfine
1394660,Scott Kuzio
1399073,Jesse Hara
1399151,Peter Sterling
1399152,Jimmy Balodimas
1399153,Rupert Hope
